,AreaCode,TimeZone,accuracy,city,error,formatted_address,input_string,latitude,longitude,postcode,prov,staddress,status,stnumber
188,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-34-036-20W4,93895775773664.000000,-0.000000,,,,,
189,,,1,Stettler,,LSD-09 SEC-20 TWP-037 RGE-18 MER-4,04-18-037-20W4,52.201179,-112.528891,T0C2G0,AB,850 HWY,1,37402
190,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-35-064-04W4,93895835280768.000000,-0.000000,,,,,
191,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-28-069-10W6,93895949852448.000000,-0.000000,,,,,
192,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-27-089-03W5,93895808613024.000000,-0.000000,,,,,
193,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-09-050-06W5,93895875580448.000000,-0.000000,,,,,
194,587,America/Edmonton,1,Taber,,LSD-09 SEC-16 TWP-009 RGE-15 MER-4,04-15-009-16W4,49.728129,-111.968866,T1G2C6,AB,Township Road 92 N/A,1,15301
195,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-17-019-16W4,93895793055216.000000,-0.000000,,,,,
196,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-31-021-25W4,93895784478120.000000,-0.000000,,,,,
197,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-06-039-20W4,93895890227608.000000,-0.000000,,,,,
198,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,03-05-049-08W5,93895808442992.000000,-0.000000,,,,,
199,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-27-054-22W5,93895947175256.000000,-0.000000,,,,,
200,587,America/Edmonton,,Greenview,,LSD-09 SEC-21 TWP-062 RGE-22 MER-5,05-22-062-21W5,54.477581,-116.965171,T0H1P0,AB,43 HWY,,0
201,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-28-105-05W6,93895808321768.000000,-0.000000,,,,,
202,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-16-075-09W6,93895878759512.000000,-0.000000,,,,,
203,587,America/Edmonton,1,Fairview No. 136,,LSD-09 SEC-10 TWP-082 RGE-05 MER-6,06-05-082-10W6,56.108952,-118.679111,T0H2A0,AB,Range Road 52,1,82217
204,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-23-011-17W4,93895871369408.000000,-0.000000,,,,,
205,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-21-018-15W4,93895937380048.000000,-0.000000,,,,,
206,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-15-039-02W4,93895813539608.000000,-0.000000,,,,,
207,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-20-064-05W6,93895881393704.000000,-0.000000,,,,,
208,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-12-007-29W4,93895813349752.000000,-0.000000,,,,,
209,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-09-012-16W4,93895930925912.000000,-0.000000,,,,,
210,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-22-015-12W4,93895859838520.000000,-0.000000,,,,,
211,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-29-050-04W5,93895770695776.000000,-0.000000,,,,,
212,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-34-049-03W5,93895813432216.000000,-0.000000,,,,,
213,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-24-059-21W5,93895903787512.000000,-0.000000,,,,,
214,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-31-071-25W4,93895940982120.000000,-0.000000,,,,,
215,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-18-075-08W6,93895894193168.000000,-0.000000,,,,,
216,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-10-088-10W6,93895782488608.000000,-0.000000,,,,,
217,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-32-006-16W4,93895848460992.000000,-0.000000,,,,,
218,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-12-040-22W4,93895824436840.000000,-0.000000,,,,,
219,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-16-045-25W4,93895900696840.000000,-0.000000,,,,,
220,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-20-049-04W5,93895772507672.000000,-0.000000,,,,,
221,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-20-047-07W5,93895794548280.000000,-0.000000,,,,,
222,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-05-053-23W4,93895793266648.000000,-0.000000,,,,,
223,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-36-080-22W4,93895994928248.000000,-0.000000,,,,,
224,587,America/Edmonton,1,Yellowhead,,LSD-09 SEC-06 TWP-055 RGE-13 MER-5,05-13-055-06W4,53.727356,-115.925260,T7E3Y1,AB,Range Road 135A N/A,1,55050
225,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-23-017-01W4,93895830873312.000000,-0.000000,,,,,
226,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-29-017-20W4,93895992893520.000000,-0.000000,,,,,
227,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-29-017-20W4,93895992893520.000000,-0.000000,,,,,
228,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-29-017-20W4,93895992893520.000000,-0.000000,,,,,
229,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-29-017-20W4,93895992893520.000000,-0.000000,,,,,
230,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-29-017-20W4,93895992893520.000000,-0.000000,,,,,
231,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-29-017-20W4,93895992893520.000000,-0.000000,,,,,
232,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-21-083-19W4,93895866171144.000000,-0.000000,,,,,
233,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-21-046-26W4,93895905153880.000000,-0.000000,,,,,
234,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-22-047-25W4,93895816037144.000000,-0.000000,,,,,
235,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-20-021-05W4,93895800188896.000000,-0.000000,,,,,
236,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,04-36-040-11W4,93895808512368.000000,-0.000000,,,,,
237,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-06-046-06W4,93895789659016.000000,-0.000000,,,,,
238,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-18-077-08W4,93895791422496.000000,-0.000000,,,,,
239,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-34-032-03W5,93895777233368.000000,-0.000000,,,,,
240,587,America/Edmonton,1,Yellowhead County,,LSD-09 SEC-24 TWP-055 RGE-13 MER-5,05-13-055-24W4,53.799098,-115.784267,T7E3J3,AB,Township Road 555A,1,12769
241,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-33-030-01W5,93895900672336.000000,-0.000000,,,,,
242,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,04-30-032-10W4,93895882022016.000000,-0.000000,,,,,
243,"403,587",America/Edmonton,1,Special Area No. 4,,LSD-09 SEC-02 TWP-032 RGE-01 MER-4,04-01-032-02W5,51.721449,-110.028552,T0J1H0,AB,Range Road 11,1,32113
244,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-20-041-12W4,93895812464112.000000,-0.000000,,,,,
245,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-04-067-18W5,93895925479440.000000,-0.000000,,,,,
246,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-31-056-08W5,93895783199880.000000,-0.000000,,,,,
247,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-22-070-20W5,93895903504672.000000,-0.000000,,,,,
248,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-10-020-22W4,93895820224664.000000,-0.000000,,,,,
249,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-07-058-10W5,93895883545208.000000,-0.000000,,,,,
250,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-18-063-10W5,93895995797216.000000,-0.000000,,,,,
251,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-31-074-09W6,93895930770424.000000,-0.000000,,,,,
252,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-09-085-15W5,93895867264816.000000,-0.000000,,,,,
253,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-27-038-01W5,93895739235352.000000,-0.000000,,,,,
254,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-35-010-18W4,93895833500592.000000,-0.000000,,,,,
255,780,America/Edmonton,1,Brazeau County,,LSD-09 SEC-11 TWP-050 RGE-12 MER-5,05-12-050-11W5,53.320761,-115.610847,T0E0K0,AB,RANGE ROAD 120,1,1
256,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-21-051-12W5,93895795973184.000000,-0.000000,,,,,
257,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-34-082-21W4,93895774669592.000000,-0.000000,,,,,
258,587,America/Edmonton,,Opportunity,,LSD-09 SEC-11 TWP-082 RGE-04 MER-5,05-04-082-11W6,55.831589,-114.159492,T0G2W0,AB,754 HWY,,0
259,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-26-106-06W6,93895962750000.000000,-0.000000,,,,,
260,"403,587",America/Edmonton,1,Stettler,,LSD-09 SEC-04 TWP-035 RGE-18 MER-4,04-18-035-04W5,51.969342,-112.529446,T0J0L0,AB,589 HWY,1,18427
261,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-13-044-04W5,93895943442832.000000,-0.000000,,,,,
262,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-35-027-23W4,93895887911480.000000,-0.000000,,,,,
263,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-20-052-07W4,93895791386856.000000,-0.000000,,,,,
264,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-06-056-04W4,93895813013560.000000,-0.000000,,,,,
265,780,America/Edmonton,1,Smoky Lake County,,LSD-09 SEC-11 TWP-063 RGE-17 MER-4,04-17-063-11W5,54.441893,-112.469520,T0A4W0,AB,855 HWY,1,62823
266,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-31-069-21W5,93895797467552.000000,-0.000000,,,,,
267,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-05-074-05W5,93895918056992.000000,-0.000000,,,,,
268,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,03-05-039-05W5,93895896654248.000000,-0.000000,,,,,
269,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-03-042-23W4,93895876926040.000000,-0.000000,,,,,
270,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-03-060-01W6,93895878675096.000000,-0.000000,,,,,
271,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-08-065-17W4,93895851192688.000000,-0.000000,,,,,
272,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-20-073-18W5,93895983728496.000000,-0.000000,,,,,
273,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-21-090-19W4,93895882407672.000000,-0.000000,,,,,
274,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-18-119-07W6,93895786724752.000000,-0.000000,,,,,
275,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,05-22-032-05W5,93895781453096.000000,-0.000000,,,,,
276,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,SW-28-046-13W5,93895949411120.000000,-0.000000,,,,,
277,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-30-067-14W4,93895890979104.000000,-0.000000,,,,,
278,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-32-069-10W6,93895830803288.000000,-0.000000,,,,,
279,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-19-047-04W4,93895898055376.000000,-0.000000,,,,,
280,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-01-047-04W5,93895836551560.000000,-0.000000,,,,,
281,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-02-050-01W4,93895879856448.000000,-0.000000,,,,,
282,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-30-052-05W5,93895816895240.000000,-0.000000,,,,,
283,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-21-053-25W4,93895802379392.000000,-0.000000,,,,,
284,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-02-084-14W5,93895803734112.000000,-0.000000,,,,,
285,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-02-084-14W5,93895803734112.000000,-0.000000,,,,,
286,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-32-023-25W4,93895971468552.000000,-0.000000,,,,,
287,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-33-006-26W4,93895944590792.000000,-0.000000,,,,,
288,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-01-039-03W4,93896006119720.000000,-0.000000,,,,,
289,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-18-057-08W5,93895793266912.000000,-0.000000,,,,,
290,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-10-074-11W6,93895911449096.000000,-0.000000,,,,,
291,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-36-042-28W4,93895938214232.000000,-0.000000,,,,,
292,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-29-070-12W6,93895789125968.000000,-0.000000,,,,,
293,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-33-041-12W4,93895945124072.000000,-0.000000,,,,,
294,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-34-048-16W5,93895772489576.000000,-0.000000,,,,,
295,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-17-062-04W4,93895792102024.000000,-0.000000,,,,,
296,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-14-076-06W4,93895775574808.000000,-0.000000,,,,,
297,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-24-024-26W4,93895830682208.000000,-0.000000,,,,,
298,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-24-011-07W4,93895905451136.000000,-0.000000,,,,,
299,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-29-041-01W4,93895830725376.000000,-0.000000,,,,,
300,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-28-055-12W4,93895895547864.000000,-0.000000,,,,,
301,587,America/Edmonton,1,Thorhild County,,LSD-09 SEC-20 TWP-062 RGE-19 MER-4,04-19-062-20W5,54.377992,-112.825868,T0A1B0,AB,Range Road 195,1,62215
302,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-17-039-04W5,93895812835440.000000,-0.000000,,,,,
303,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-10-056-23W4,93895811055296.000000,-0.000000,,,,,
304,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,03-14-036-05W4,93895826078608.000000,-0.000000,,,,,
305,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-08-068-10W5,93895786784184.000000,-0.000000,,,,,
306,587,America/Edmonton,,Opportunity,,LSD-09 SEC-01 TWP-078 RGE-20 MER-4,04-20-078-01W6,55.712309,-113.359757,T0G0T0,AB,813 HWY,,0
307,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-11-001-20W4,93895812527848.000000,-0.000000,,,,,
308,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-01-013-13W4,93895886699640.000000,-0.000000,,,,,
309,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-02-020-08W4,93895768051696.000000,-0.000000,,,,,
310,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-15-041-12W4,93895779986088.000000,-0.000000,,,,,
311,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-20-052-25W4,93895842472512.000000,-0.000000,,,,,
312,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-30-071-16W4,93895886139944.000000,-0.000000,,,,,
313,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-10-042-22W4,93895814518040.000000,-0.000000,,,,,
314,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-18-049-08W5,93895808199008.000000,-0.000000,,,,,
315,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-01-050-07W5,93895959839776.000000,-0.000000,,,,,
316,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-03-070-10W5,93895823644232.000000,-0.000000,,,,,
317,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-20-090-03W5,93895911106864.000000,-0.000000,,,,,
318,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-07-036-27W4,93895911570328.000000,-0.000000,,,,,
319,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-26-061-03W5,93895830758416.000000,-0.000000,,,,,
320,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-31-044-04W4,93895996270928.000000,-0.000000,,,,,
321,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,05-34-050-26W4,93895830850608.000000,-0.000000,,,,,
322,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,NW-21-043-01W5,93895839594512.000000,-0.000000,,,,,
323,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-31-017-08W4,93895775327904.000000,-0.000000,,,,,
324,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-25-042-03W4,93895841607920.000000,-0.000000,,,,,
325,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-03-050-08W5,93895977115360.000000,-0.000000,,,,,
326,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-06-055-23W5,93895869610592.000000,-0.000000,,,,,
327,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-25-059-21W5,93895991426696.000000,-0.000000,,,,,
328,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-02-077-05W5,93895813162704.000000,-0.000000,,,,,
329,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-20-045-02W5,93895780859344.000000,-0.000000,,,,,
330,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-24-049-05W5,93895957692344.000000,-0.000000,,,,,
331,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-10-033-05W5,93895991827184.000000,-0.000000,,,,,
332,,,1,Yellowhead County,,LSD-09 SEC-08 TWP-049 RGE-24 MER-5,05-24-049-08W5,53.226743,-117.469172,T0E0R0,AB,Township Road 492A,1,24369
333,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-36-064-13W5,93895857575824.000000,-0.000000,,,,,
334,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-01-068-06W6,93895771198224.000000,-0.000000,,,,,
335,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-14-075-13W4,93895830679496.000000,-0.000000,,,,,
336,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-36-114-08W6,93895904940256.000000,-0.000000,,,,,
337,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-01-011-18W4,93895783203544.000000,-0.000000,,,,,
338,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-29-026-16W4,93895896235832.000000,-0.000000,,,,,
339,,,1,Yellowhead,,LSD-09 SEC-28 TWP-046 RGE-25 MER-5,05-25-046-28W4,53.098492,-117.468228,T0E0R0,AB,Range Road 244A N/A,1,47520
340,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-23-048-03W5,93895976998400.000000,-0.000000,,,,,
341,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-17-064-18W5,93895973307472.000000,-0.000000,,,,,
342,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,NE-23-020-27W4,93895866603040.000000,-0.000000,,,,,
343,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-21-023-29W4,93895877691976.000000,-0.000000,,,,,
344,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-04-028-22W4,93895981316728.000000,-0.000000,,,,,
345,"780,587",America/Edmonton,,Opportunity No. 17,,LSD-09 SEC-24 TWP-086 RGE-06 MER-5,05-06-086-24W4,56.493680,-114.556758,T0G2N0,AB,686 HWY,,86501
346,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-03-048-10W5,93895773324184.000000,-0.000000,,,,,
347,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-05-079-08W5,93895787534344.000000,-0.000000,,,,,
348,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-33-050-26W4,93895779820440.000000,-0.000000,,,,,
349,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-31-064-03W4,93895952988136.000000,-0.000000,,,,,
350,403,America/Edmonton,1,Clearwater,,LSD-09 SEC-22 TWP-041 RGE-04 MER-5,05-04-041-22W4,52.538521,-114.481202,T0M1H0,AB,Range Road 42 N/A,1,41226
351,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-12-062-02W4,93895914482560.000000,-0.000000,,,,,
352,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-12-015-03W4,93895886582848.000000,-0.000000,,,,,
353,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-24-037-24W4,93895997053040.000000,-0.000000,,,,,
354,,,1,Mount Robson,,LSD-09 SEC-04 TWP-047 RGE-08 MER-6,06-08-047-04W5,52.996027,-119.018202,V0E2Z0,BC,Yellowhead HWY,1,2
355,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-30-048-07W5,93895896710240.000000,-0.000000,,,,,
356,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-07-050-07W5,93895815137600.000000,-0.000000,,,,,
357,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-33-055-04W4,93895985912280.000000,-0.000000,,,,,
358,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-05-093-25W5,93895872513784.000000,-0.000000,,,,,
359,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-21-039-03W5,93895889512128.000000,-0.000000,,,,,
360,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-16-041-01W4,93895974864224.000000,-0.000000,,,,,
361,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-11-007-17W4,93895792355384.000000,-0.000000,,,,,
362,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-21-017-06W4,93895934814192.000000,-0.000000,,,,,
363,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-02-017-22W4,93895935693968.000000,-0.000000,,,,,
364,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-05-035-05W5,93895784882824.000000,-0.000000,,,,,
365,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-04-057-21W4,93895970372872.000000,-0.000000,,,,,
366,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-24-062-05W6,93895802813520.000000,-0.000000,,,,,
367,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-11-064-11W5,93895817743712.000000,-0.000000,,,,,
368,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-12-083-20W4,93895974709104.000000,-0.000000,,,,,
369,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-03-084-01W5,93895953171104.000000,-0.000000,,,,,
370,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-20-096-11W4,93895923754856.000000,-0.000000,,,,,
371,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-25-049-08W5,93895806113928.000000,-0.000000,,,,,
372,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-02-020-03W5,93895923318472.000000,-0.000000,,,,,
373,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-24-051-05W4,93895771136176.000000,-0.000000,,,,,
374,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-07-043-01W4,93895917434952.000000,-0.000000,,,,,
375,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-24-052-26W4,93895880399816.000000,-0.000000,,,,,
376,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-19-077-09W6,93895781646672.000000,-0.000000,,,,,
377,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-24-015-22W4,93895830735976.000000,-0.000000,,,,,
378,,,1,Cypress,,LSD-09 SEC-02 TWP-019 RGE-09 MER-4,04-09-019-02W5,50.601831,-111.136087,T0J0E0,AB,Township Road 192 N/A,1,9101
379,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-21-049-06W5,93895864241176.000000,-0.000000,,,,,
